ACC_YYMM,STATE_NAME,STATE_CODE,DISTRICT,BRANCH_CODE,BRANCH_NAME,CONTR_DESC,ASSET_MAKE_DESC,ASSET_TYPE,ASSET_LEVEL2_DESC,ASSET_CLASS_DESC,UNITS SOLD
202408,KERALA,KL,MALAPPURAM,935,PERINTHALMANNA / RETAIL,USED VEHICLES,HYUNDAI,SANTRO,SEDAN,SMALL CARS,6
202501,KERALA,KL,KOTTAYAM,155,PALA / RETAIL,NEW VEHICLES,MARUTI,CITY,SUV,LUXURY,1
202409,KERALA,KL,MALAPPURAM,419,PERINTHALMANNA / RETAIL,NEW VEHICLES,TATA,SANTRO,HATCHBACK,LUXURY,1
202504,KERALA,KL,KASARAGOD,485,KASARAGOD / RETAIL,NEW VEHICLES,HYUNDAI,SANTRO,HATCHBACK,SMALL CARS,8
202412,KERALA,KL,THRISSUR,414,KUNNAMKULAM / RETAIL,USED VEHICLES,HYUNDAI,CITY,SUV,SMALL CARS,7
202502,KERALA,KL,KOLLAM,920,KOLLAM / COMMERCIAL,NEW VEHICLES,HYUNDAI,CITY,HATCHBACK,LUXURY,10
202501,KERALA,KL,ERNAKULAM,178,ERNAKULAM / RETAIL,USED VEHICLES,MARUTI,SWIFT,HATCHBACK,LUXURY,2
202507,KERALA,KL,MALAPPURAM,702,PERINTHALMANNA / RETAIL,NEW VEHICLES,HYUNDAI,CITY,SEDAN,SMALL CARS,9
202408,KERALA,KL,PALAKKAD,875,MANNARKKAD / RETAIL,USED VEHICLES,MARUTI,SANTRO,SUV,LUXURY,9
202407,KERALA,KL,KANNUR,332,IRITTY / RETAIL,USED VEHICLES,HYUNDAI,SWIFT,SEDAN,MID SIZE,10
202409,KERALA,KL,KANNUR,268,KANNUR / COMMERCIAL,USED VEHICLES,MARUTI,NEXON,SUV,MID SIZE,9
202502,KERALA,KL,PALAKKAD,484,PATTAMBI / RETAIL,NEW VEHICLES,HYUNDAI,SWIFT,HATCHBACK,LUXURY,6
202411,KERALA,KL,THRISSUR,518,IRINJALAKUDA / RETAIL,USED VEHICLES,HYUNDAI,NEXON,HATCHBACK,MID SIZE,7
202407,KERALA,KL,THRISSUR,628,IRINJALAKUDA / RETAIL,NEW VEHICLES,HYUNDAI,SWIFT,SEDAN,MID SIZE,4
202411,KERALA,KL,THIRUVANANTHAPURAM,808,NEDUMANGAD / RETAIL,USED VEHICLES,HYUNDAI,NEXON,SEDAN,MID SIZE,6
202411,KERALA,KL,THRISSUR,845,THRISSUR / RETAIL,USED VEHICLES,HONDA,NEXON,SUV,LUXURY,10
202501,KERALA,KL,KOLLAM,490,KARUNAGAPPALLY / RETAIL,NEW VEHICLES,HYUNDAI,SANTRO,HATCHBACK,LUXURY,5
202504,KERALA,KL,KOTTAYAM,504,KOTTAYAM / RETAIL,NEW VEHICLES,TATA,CITY,SEDAN,SMALL CARS,7
202410,KERALA,KL,ALAPPUZHA,285,KAYAMKULAM / RETAIL,NEW VEHICLES,MARUTI,CITY,SUV,LUXURY,1
202506,KERALA,KL,KOTTAYAM,510,KOTTAYAM / RETAIL,USED VEHICLES,HONDA,CITY,SEDAN,LUXURY,4
202410,KERALA,KL,KANNUR,255,KANNUR / COMMERCIAL,NEW VEHICLES,TATA,CITY,SUV,SMALL CARS,6
202409,KERALA,KL,KANNUR,137,KANNUR / COMMERCIAL,USED VEHICLES,HYUNDAI,SANTRO,HATCHBACK,SMALL CARS,1
202410,KERALA,KL,THRISSUR,873,KUNNAMKULAM / RETAIL,USED VEHICLES,TATA,SWIFT,HATCHBACK,MID SIZE,2
202504,KERALA,KL,PALAKKAD,896,PALAKKAD / RETAIL,USED VEHICLES,HYUNDAI,SANTRO,SEDAN,LUXURY,9
202501,KERALA,KL,KOTTAYAM,894,KOTTAYAM / RETAIL,USED VEHICLES,TATA,SANTRO,HATCHBACK,LUXURY,10
202409,KERALA,KL,THRISSUR,639,IRINJALAKUDA / RETAIL,NEW VEHICLES,TATA,NEXON,SUV,SMALL CARS,5
202407,KERALA,KL,ERNAKULAM,388,ERNAKULAM / COMMERCIAL,USED VEHICLES,TATA,NEXON,SUV,MID SIZE,3
202409,KERALA,KL,THRISSUR,578,KUNNAMKULAM / RETAIL,NEW VEHICLES,HYUNDAI,NEXON,HATCHBACK,SMALL CARS,7
202409,KERALA,KL,THRISSUR,523,THRISSUR / RETAIL,NEW VEHICLES,HONDA,NEXON,HATCHBACK,MID SIZE,8
202409,KERALA,KL,KOZHIKODE,267,MUKKAM / RETAIL,USED VEHICLES,MARUTI,SANTRO,HATCHBACK,SMALL CARS,5
202407,KERALA,KL,ALAPPUZHA,766,ALAPPUZHA / RETAIL,USED VEHICLES,TATA,NEXON,SEDAN,SMALL CARS,6
202408,KERALA,KL,IDUKKI,388,KATTAPPANA,NEW VEHICLES,MARUTI,CITY,SEDAN,LUXURY,9
202501,KERALA,KL,KOTTAYAM,698,KANJIRAPALLY / RETAIL,USED VEHICLES,MARUTI,CITY,HATCHBACK,LUXURY,4
202409,KERALA,KL,ERNAKULAM,483,NORTH PARAVUR / RETAIL,NEW VEHICLES,HYUNDAI,NEXON,SEDAN,LUXURY,3
202410,KERALA,KL,MALAPPURAM,123,MANJERI / RETAIL,NEW VEHICLES,MARUTI,SWIFT,SEDAN,LUXURY,10
202408,KERALA,KL,KOZHIKODE,403,PERAMBRA / RETAIL,USED VEHICLES,HYUNDAI,SWIFT,SUV,MID SIZE,7
202411,KERALA,KL,KANNUR,283,TALIPARAMBA / RETAIL,USED VEHICLES,TATA,SANTRO,HATCHBACK,MID SIZE,4
202505,KERALA,KL,THRISSUR,101,THRISSUR / RETAIL,NEW VEHICLES,MARUTI,CITY,SEDAN,MID SIZE,3
202410,KERALA,KL,PATHANAMTHITTA,448,PATHANAMTHITTA / RETAIL,NEW VEHICLES,HONDA,NEXON,SUV,MID SIZE,5
202411,KERALA,KL,THRISSUR,979,THRISSUR / COMMERCIAL,NEW VEHICLES,HYUNDAI,SANTRO,HATCHBACK,SMALL CARS,3
202410,KERALA,KL,KOZHIKODE,456,KOZHIKODE / COMMERCIAL,NEW VEHICLES,TATA,SWIFT,HATCHBACK,MID SIZE,3
202503,KERALA,KL,KOLLAM,470,PUNALUR / RETAIL,USED VEHICLES,TATA,SANTRO,SUV,MID SIZE,1
202504,KERALA,KL,KOZHIKODE,579,PERAMBRA / RETAIL,USED VEHICLES,TATA,CITY,SUV,LUXURY,10
202411,KERALA,KL,ERNAKULAM,958,ANGAMALY / RETAIL,USED VEHICLES,TATA,CITY,SEDAN,SMALL CARS,3
202409,KERALA,KL,IDUKKI,619,ADIMALI / RETAIL,USED VEHICLES,MARUTI,SWIFT,HATCHBACK,LUXURY,2
202506,KERALA,KL,ERNAKULAM,275,ERNAKULAM / DISTRIBUTION,NEW VEHICLES,TATA,SWIFT,HATCHBACK,SMALL CARS,7
202411,KERALA,KL,KANNUR,737,TALIPARAMBA / RETAIL,USED VEHICLES,HYUNDAI,SANTRO,SEDAN,SMALL CARS,6
202411,KERALA,KL,ALAPPUZHA,750,MAVELIKARA / RETAIL,USED VEHICLES,MARUTI,CITY,SUV,SMALL CARS,1
202410,KERALA,KL,IDUKKI,657,KATTAPPANA,NEW VEHICLES,HYUNDAI,SANTRO,SEDAN,SMALL CARS,3
202506,KERALA,KL,KOZHIKODE,358,VADAKARA / RETAIL,USED VEHICLES,HYUNDAI,NEXON,HATCHBACK,MID SIZE,10
202501,KERALA,KL,KASARAGOD,956,KANHANGAD / RETAIL,NEW VEHICLES,TATA,NEXON,HATCHBACK,LUXURY,7
202409,KERALA,KL,PATHANAMTHITTA,389,TIRUVALLA / RETAIL,NEW VEHICLES,HONDA,SANTRO,HATCHBACK,LUXURY,2
202505,KERALA,KL,WAYANAD,447,SULTHAN BATHERY,USED VEHICLES,MARUTI,CITY,HATCHBACK,SMALL CARS,7
202504,KERALA,KL,ERNAKULAM,137,ERNAKULAM / DISTRIBUTION,USED VEHICLES,MARUTI,NEXON,SUV,SMALL CARS,2
202502,KERALA,KL,THRISSUR,530,KUNNAMKULAM / RETAIL,NEW VEHICLES,HYUNDAI,SANTRO,SUV,LUXURY,8
202502,KERALA,KL,THIRUVANANTHAPURAM,556,THIRUVANANTHAPURAM / RETAIL,USED VEHICLES,HONDA,SWIFT,SEDAN,MID SIZE,3
202504,KERALA,KL,KASARAGOD,486,KANHANGAD / RETAIL,USED VEHICLES,HYUNDAI,NEXON,SUV,SMALL CARS,7
202412,KERALA,KL,MALAPPURAM,684,MANJERI / RETAIL,USED VEHICLES,HYUNDAI,SWIFT,SUV,SMALL CARS,7
202411,KERALA,KL,THIRUVANANTHAPURAM,872,KAZHAKUTTAM / RETAIL,USED VEHICLES,HYUNDAI,NEXON,HATCHBACK,SMALL CARS,10
202407,KERALA,KL,WAYANAD,614,MANANTHAVADY,NEW VEHICLES,TATA,NEXON,HATCHBACK,MID SIZE,9
202501,KERALA,KL,ERNAKULAM,550,NORTH PARAVUR / RETAIL,NEW VEHICLES,MARUTI,SWIFT,SEDAN,SMALL CARS,6
202411,KERALA,KL,THIRUVANANTHAPURAM,251,KAZHAKUTTAM / RETAIL,NEW VEHICLES,TATA,SWIFT,SEDAN,LUXURY,5
202408,KERALA,KL,KASARAGOD,104,KASARAGOD / RETAIL,USED VEHICLES,HONDA,NEXON,SEDAN,LUXURY,4
202409,KERALA,KL,IDUKKI,255,KATTAPPANA,NEW VEHICLES,MARUTI,SANTRO,SUV,SMALL CARS,7
202504,KERALA,KL,MALAPPURAM,509,MANJERI / RETAIL,NEW VEHICLES,MARUTI,CITY,HATCHBACK,LUXURY,9
202412,KERALA,KL,KASARAGOD,249,KANHANGAD / RETAIL,NEW VEHICLES,HYUNDAI,SWIFT,SEDAN,MID SIZE,3
202503,KERALA,KL,THRISSUR,812,KUNNAMKULAM / RETAIL,USED VEHICLES,TATA,SANTRO,HATCHBACK,MID SIZE,1
202505,KERALA,KL,PALAKKAD,752,OTTAPALAM / RETAIL,USED VEHICLES,HYUNDAI,NEXON,HATCHBACK,LUXURY,1
202407,KERALA,KL,KOLLAM,477,KOLLAM / RETAIL,USED VEHICLES,MARUTI,CITY,SUV,LUXURY,5
202507,KERALA,KL,KANNUR,299,IRITTY / RETAIL,NEW VEHICLES,HYUNDAI,CITY,SEDAN,LUXURY,1
202501,KERALA,KL,KANNUR,723,KANNUR / COMMERCIAL,USED VEHICLES,MARUTI,CITY,SUV,LUXURY,7
202505,KERALA,KL,KOZHIKODE,897,KOZHIKODE / COMMERCIAL,NEW VEHICLES,MARUTI,SANTRO,SUV,MID SIZE,8
202504,KERALA,KL,KOLLAM,999,KOTTARAKKARA / RETAIL,NEW VEHICLES,HYUNDAI,SANTRO,HATCHBACK,LUXURY,10
202503,KERALA,KL,ALAPPUZHA,805,MAVELIKARA / RETAIL,USED VEHICLES,HYUNDAI,SWIFT,HATCHBACK,LUXURY,5
202407,KERALA,KL,IDUKKI,876,KATTAPPANA,USED VEHICLES,TATA,SANTRO,HATCHBACK,MID SIZE,4
202411,KERALA,KL,KANNUR,196,KANNUR / RETAIL,USED VEHICLES,MARUTI,SWIFT,SEDAN,LUXURY,5
202411,KERALA,KL,ERNAKULAM,397,ANGAMALY / RETAIL,USED VEHICLES,MARUTI,CITY,SUV,LUXURY,10
202407,KERALA,KL,IDUKKI,660,ADIMALI / RETAIL,USED VEHICLES,HYUNDAI,SWIFT,SEDAN,MID SIZE,3
202501,KERALA,KL,THIRUVANANTHAPURAM,822,THIRUVANANTHAPURAM / RETAIL,USED VEHICLES,TATA,NEXON,SEDAN,LUXURY,6
202503,KERALA,KL,ALAPPUZHA,517,MAVELIKARA / RETAIL,NEW VEHICLES,TATA,SANTRO,HATCHBACK,LUXURY,3
202409,KERALA,KL,KASARAGOD,510,KASARAGOD / RETAIL,USED VEHICLES,HONDA,SWIFT,SUV,LUXURY,4
202408,KERALA,KL,PATHANAMTHITTA,151,PATHANAMTHITTA / RETAIL,NEW VEHICLES,HYUNDAI,NEXON,HATCHBACK,LUXURY,2
202501,KERALA,KL,PATHANAMTHITTA,394,TIRUVALLA / RETAIL,NEW VEHICLES,TATA,SWIFT,HATCHBACK,SMALL CARS,5
202507,KERALA,KL,THIRUVANANTHAPURAM,952,ATTINGAL / RETAIL,USED VEHICLES,MARUTI,SWIFT,SEDAN,LUXURY,7
202501,KERALA,KL,KOZHIKODE,873,THAMARASSERY / RETAIL,NEW VEHICLES,MARUTI,SWIFT,SEDAN,SMALL CARS,7
202503,KERALA,KL,WAYANAD,583,MANANTHAVADY,USED VEHICLES,TATA,CITY,SEDAN,SMALL CARS,3
202412,KERALA,KL,KOLLAM,900,PUNALUR / RETAIL,USED VEHICLES,HYUNDAI,CITY,SUV,LUXURY,3
202505,KERALA,KL,PATHANAMTHITTA,618,TIRUVALLA / RETAIL,NEW VEHICLES,MARUTI,SWIFT,SUV,SMALL CARS,2
202411,KERALA,KL,WAYANAD,973,KALPETTA,NEW VEHICLES,HYUNDAI,NEXON,HATCHBACK,MID SIZE,10
202411,KERALA,KL,MALAPPURAM,464,KOTTAKKAL / RETAIL,USED VEHICLES,HYUNDAI,SWIFT,SEDAN,MID SIZE,6
202501,KERALA,KL,THIRUVANANTHAPURAM,713,ATTINGAL / RETAIL,NEW VEHICLES,HONDA,SWIFT,HATCHBACK,LUXURY,4
202504,KERALA,KL,KOZHIKODE,890,KOZHIKODE / RETAIL,USED VEHICLES,HYUNDAI,SWIFT,HATCHBACK,LUXURY,7
202502,KERALA,KL,ERNAKULAM,979,ERNAKULAM / RETAIL,NEW VEHICLES,HONDA,SWIFT,HATCHBACK,LUXURY,5
202506,KERALA,KL,ERNAKULAM,622,ERNAKULAM / COMMERCIAL,USED VEHICLES,HYUNDAI,CITY,SUV,SMALL CARS,7
202501,KERALA,KL,MALAPPURAM,316,MANJERI / RETAIL,USED VEHICLES,TATA,CITY,SEDAN,MID SIZE,3
202504,KERALA,KL,ALAPPUZHA,824,MAVELIKARA / RETAIL,NEW VEHICLES,TATA,SANTRO,HATCHBACK,MID SIZE,9
202503,KERALA,KL,ERNAKULAM,318,KERALA RO,NEW VEHICLES,HYUNDAI,NEXON,SUV,MID SIZE,4
202407,KERALA,KL,PALAKKAD,153,PATTAMBI / RETAIL,NEW VEHICLES,HYUNDAI,CITY,HATCHBACK,LUXURY,7
202407,KERALA,KL,ERNAKULAM,189,ERNAKULAM / COMMERCIAL,NEW VEHICLES,HONDA,SWIFT,SUV,MID SIZE,7
202409,KERALA,KL,KOLLAM,300,KOTTARAKKARA / RETAIL,NEW VEHICLES,HYUNDAI,NEXON,SEDAN,SMALL CARS,3
202505,KERALA,KL,ERNAKULAM,824,NORTH PARAVUR / RETAIL,NEW VEHICLES,MARUTI,SANTRO,HATCHBACK,MID SIZE,10
202410,KERALA,KL,KOTTAYAM,450,PALA / RETAIL,NEW VEHICLES,HONDA,CITY,SUV,LUXURY,9
202506,KERALA,KL,ERNAKULAM,997,NORTH PARAVUR / RETAIL,NEW VEHICLES,HONDA,SWIFT,SUV,SMALL CARS,6
202412,KERALA,KL,ERNAKULAM,285,KERALA RO,USED VEHICLES,HONDA,SWIFT,SEDAN,SMALL CARS,4
202501,KERALA,KL,ALAPPUZHA,126,ALAPPUZHA / RETAIL,NEW VEHICLES,MARUTI,CITY,SEDAN,LUXURY,6
202506,KERALA,KL,KOLLAM,225,KOTTARAKKARA / RETAIL,USED VEHICLES,TATA,CITY,SEDAN,LUXURY,5
202411,KERALA,KL,KOTTAYAM,904,KOTTAYAM / COMMERCIAL,USED VEHICLES,TATA,SANTRO,SEDAN,SMALL CARS,3
202506,KERALA,KL,THIRUVANANTHAPURAM,216,KAZHAKUTTAM / RETAIL,USED VEHICLES,MARUTI,NEXON,SUV,MID SIZE,5
202408,KERALA,KL,THRISSUR,246,KUNNAMKULAM / RETAIL,USED VEHICLES,HYUNDAI,SANTRO,SUV,MID SIZE,2
202411,KERALA,KL,THIRUVANANTHAPURAM,161,NEDUMANGAD / RETAIL,NEW VEHICLES,TATA,SANTRO,HATCHBACK,LUXURY,9
202501,KERALA,KL,THIRUVANANTHAPURAM,972,KAZHAKUTTAM / RETAIL,USED VEHICLES,MARUTI,CITY,SUV,LUXURY,8
202412,KERALA,KL,THIRUVANANTHAPURAM,573,KAZHAKUTTAM / RETAIL,USED VEHICLES,HYUNDAI,SANTRO,SUV,LUXURY,8
202502,KERALA,KL,ERNAKULAM,411,ERNAKULAM / COMMERCIAL,USED VEHICLES,MARUTI,SANTRO,HATCHBACK,MID SIZE,1
202411,KERALA,KL,ERNAKULAM,772,NORTH PARAVUR / RETAIL,NEW VEHICLES,HYUNDAI,NEXON,SEDAN,SMALL CARS,3
202407,KERALA,KL,KOZHIKODE,819,KOZHIKODE / COMMERCIAL,USED VEHICLES,MARUTI,SWIFT,SEDAN,LUXURY,10
202502,KERALA,KL,THIRUVANANTHAPURAM,979,ATTINGAL / RETAIL,NEW VEHICLES,HYUNDAI,NEXON,SUV,SMALL CARS,9
202411,KERALA,KL,KOZHIKODE,354,KOZHIKODE / COMMERCIAL,USED VEHICLES,TATA,NEXON,SEDAN,SMALL CARS,6
202502,KERALA,KL,ERNAKULAM,780,ANGAMALY / RETAIL,USED VEHICLES,MARUTI,CITY,SEDAN,LUXURY,8
202411,KERALA,KL,KANNUR,380,TALIPARAMBA / RETAIL,USED VEHICLES,MARUTI,CITY,SEDAN,LUXURY,1
202409,KERALA,KL,ERNAKULAM,308,ERNAKULAM / DISTRIBUTION,NEW VEHICLES,MARUTI,SWIFT,HATCHBACK,SMALL CARS,4
202506,KERALA,KL,ERNAKULAM,667,ERNAKULAM / RETAIL,NEW VEHICLES,TATA,CITY,HATCHBACK,SMALL CARS,5
202505,KERALA,KL,KANNUR,527,IRITTY / RETAIL,USED VEHICLES,HYUNDAI,SWIFT,SEDAN,MID SIZE,7
202408,KERALA,KL,ERNAKULAM,795,ERNAKULAM / DISTRIBUTION,USED VEHICLES,MARUTI,SANTRO,SUV,MID SIZE,9
202505,KERALA,KL,ALAPPUZHA,681,ALAPPUZHA / RETAIL,NEW VEHICLES,MARUTI,NEXON,HATCHBACK,MID SIZE,1
202503,KERALA,KL,KOZHIKODE,319,MUKKAM / RETAIL,USED VEHICLES,TATA,SANTRO,SEDAN,LUXURY,10
202502,KERALA,KL,KASARAGOD,704,KANHANGAD / RETAIL,NEW VEHICLES,TATA,CITY,HATCHBACK,SMALL CARS,5
202504,KERALA,KL,ERNAKULAM,901,KERALA RO,USED VEHICLES,MARUTI,SANTRO,SEDAN,SMALL CARS,6
202412,KERALA,KL,THIRUVANANTHAPURAM,527,THIRUVANANTHAPURAM / RETAIL,NEW VEHICLES,HONDA,CITY,SEDAN,SMALL CARS,5
202411,KERALA,KL,KOZHIKODE,291,VADAKARA / RETAIL,NEW VEHICLES,MARUTI,SWIFT,HATCHBACK,MID SIZE,8
202411,KERALA,KL,KOTTAYAM,514,KOTTAYAM / RETAIL,NEW VEHICLES,HONDA,NEXON,SEDAN,SMALL CARS,8
202501,KERALA,KL,THIRUVANANTHAPURAM,282,KAZHAKUTTAM / RETAIL,USED VEHICLES,HYUNDAI,NEXON,SEDAN,MID SIZE,8
202502,KERALA,KL,MALAPPURAM,383,KOTTAKKAL / RETAIL,USED VEHICLES,TATA,SWIFT,SEDAN,MID SIZE,1
202409,KERALA,KL,PATHANAMTHITTA,701,PATHANAMTHITTA / RETAIL,NEW VEHICLES,HYUNDAI,SANTRO,SEDAN,MID SIZE,1
202409,KERALA,KL,THIRUVANANTHAPURAM,512,ATTINGAL / RETAIL,USED VEHICLES,TATA,NEXON,SUV,SMALL CARS,1
202409,KERALA,KL,KANNUR,946,KANNUR / COMMERCIAL,NEW VEHICLES,MARUTI,NEXON,SEDAN,MID SIZE,1
202501,KERALA,KL,ALAPPUZHA,493,ALAPPUZHA / RETAIL,NEW VEHICLES,HYUNDAI,SANTRO,SEDAN,LUXURY,1
202411,KERALA,KL,THRISSUR,502,THRISSUR / RETAIL,NEW VEHICLES,TATA,CITY,SEDAN,LUXURY,1
202503,ANDHRA PRADESH,AP,KRISHNA,167,VIJAYAWADA - PATAMATA / COMMERCIAL,NEW VEHICLES,MARUTI,SANTRO,SEDAN,LUXURY,2
202501,ANDHRA PRADESH,AP,KRISHNA,377,VIJAYAWADA / COMMERCIAL,USED VEHICLES,MARUTI,SWIFT,HATCHBACK,MID SIZE,6
202505,ANDHRA PRADESH,AP,NELLORE,247,NAYUDUPETA,USED VEHICLES,MARUTI,SANTRO,SEDAN,MID SIZE,7
202501,ANDHRA PRADESH,AP,ANANTAPUR,972,HINDUPUR,USED VEHICLES,HONDA,CITY,SEDAN,LUXURY,7
202503,ANDHRA PRADESH,AP,PRAKASAM,532,ONGOLE / TRACTOR,NEW VEHICLES,MARUTI,NEXON,SEDAN,LUXURY,10
202409,ANDHRA PRADESH,AP,GUNTUR,135,TENALI / RETAIL,USED VEHICLES,HYUNDAI,NEXON,SUV,MID SIZE,7
202502,ANDHRA PRADESH,AP,TIRUPATI,980,TIRUPATHI / RETAIL,NEW VEHICLES,TATA,SWIFT,HATCHBACK,SMALL CARS,5
202502,ANDHRA PRADESH,AP,CUDDAPAH,623,CUDDAPAH,NEW VEHICLES,HYUNDAI,SWIFT,SUV,MID SIZE,3
202506,ANDHRA PRADESH,AP,PRAKASAM,456,ONGOLE / TRACTOR,USED VEHICLES,MARUTI,CITY,SEDAN,SMALL CARS,8
202411,ANDHRA PRADESH,AP,NELLORE,953,NELLORE / RETAIL,USED VEHICLES,HONDA,SWIFT,SEDAN,SMALL CARS,7
202501,ANDHRA PRADESH,AP,CHITTOOR,438,PALAMANER,USED VEHICLES,HYUNDAI,CITY,SUV,LUXURY,7
202503,ANDHRA PRADESH,AP,GUNTUR,576,GUNTUR,NEW VEHICLES,HYUNDAI,CITY,SEDAN,MID SIZE,9
202407,ANDHRA PRADESH,AP,TIRUPATI,103,TIRUPATHI / RETAIL,NEW VEHICLES,HONDA,CITY,HATCHBACK,LUXURY,1
202412,ANDHRA PRADESH,AP,GUNTUR,284,NARASARAOPET / RETAIL,NEW VEHICLES,HYUNDAI,CITY,SEDAN,MID SIZE,10
202409,ANDHRA PRADESH,AP,KRISHNA,566,KANCHIKACHERLA / COMMERCIAL,NEW VEHICLES,HONDA,SWIFT,SEDAN,SMALL CARS,9
202501,ANDHRA PRADESH,AP,CUDDAPAH,339,CUDDAPAH / TRACTOR,USED VEHICLES,TATA,CITY,SEDAN,LUXURY,6
202503,ANDHRA PRADESH,AP,PRAKASAM,444,KANDUKUR / RETAIL,NEW VEHICLES,HONDA,NEXON,SEDAN,MID SIZE,2
202409,ANDHRA PRADESH,AP,WEST GODAVARI,468,TANUKU,USED VEHICLES,TATA,SWIFT,HATCHBACK,LUXURY,9
202501,ANDHRA PRADESH,AP,VISAKHAPATNAM,513,VISAKHAPATNAM / RETAIL,NEW VEHICLES,TATA,CITY,SEDAN,SMALL CARS,4
202503,ANDHRA PRADESH,AP,KRISHNA,277,BHAVANIPURAM,NEW VEHICLES,HONDA,SANTRO,SEDAN,LUXURY,4
202411,ANDHRA PRADESH,AP,VISAKHAPATNAM,556,ANAKAPALLE,NEW VEHICLES,HYUNDAI,SANTRO,SEDAN,LUXURY,2
202501,ANDHRA PRADESH,AP,TIRUPATI,223,TIRUPATHI / RETAIL,USED VEHICLES,HONDA,SWIFT,SEDAN,MID SIZE,7
202411,ANDHRA PRADESH,AP,GUNTUR,826,GUNTUR,USED VEHICLES,MARUTI,CITY,SEDAN,SMALL CARS,4
202505,ANDHRA PRADESH,AP,KRISHNA,787,BHAVANIPURAM / TRACTOR,NEW VEHICLES,HONDA,SANTRO,HATCHBACK,MID SIZE,3
202409,ANDHRA PRADESH,AP,PRAKASAM,443,ONGOLE,NEW VEHICLES,HONDA,SANTRO,SEDAN,MID SIZE,9
202411,ANDHRA PRADESH,AP,WEST GODAVARI,929,BHIMAVARAM / RETAIL,USED VEHICLES,MARUTI,NEXON,SEDAN,MID SIZE,7
202408,ANDHRA PRADESH,AP,PRAKASAM,591,ONGOLE,USED VEHICLES,HONDA,SANTRO,SEDAN,SMALL CARS,2
202506,ANDHRA PRADESH,AP,CHITTOOR,921,MADANAPALLI,NEW VEHICLES,HONDA,CITY,SUV,LUXURY,2
202504,ANDHRA PRADESH,AP,NELLORE,884,NELLORE / RETAIL,USED VEHICLES,HONDA,NEXON,HATCHBACK,SMALL CARS,9
202412,ANDHRA PRADESH,AP,PRAKASAM,291,MARKAPUR / RETAIL,NEW VEHICLES,MARUTI,SANTRO,SEDAN,LUXURY,4
202411,ANDHRA PRADESH,AP,KRISHNA,273,VIJAYAWADA - PATAMATA / COMMERCIAL,NEW VEHICLES,HYUNDAI,SWIFT,SEDAN,MID SIZE,7
202410,ANDHRA PRADESH,AP,NELLORE,983,NAYUDUPETA,USED VEHICLES,TATA,CITY,SEDAN,MID SIZE,6
202504,ANDHRA PRADESH,AP,ANANTAPUR,582,ANANTAPUR / RETAIL,USED VEHICLES,HYUNDAI,SWIFT,SEDAN,MID SIZE,3
202412,ANDHRA PRADESH,AP,ANANTAPUR,241,TADIPATRI / COMMERCIAL,NEW VEHICLES,MARUTI,SWIFT,SEDAN,MID SIZE,3
202503,ANDHRA PRADESH,AP,GUNTUR,603,GUNTUR,USED VEHICLES,HONDA,SANTRO,SEDAN,SMALL CARS,8
202408,ANDHRA PRADESH,AP,KRISHNA,782,KANCHIKACHERLA / COMMERCIAL,USED VEHICLES,TATA,NEXON,HATCHBACK,SMALL CARS,3
202503,ANDHRA PRADESH,AP,KRISHNA,377,BHAVANIPURAM,NEW VEHICLES,TATA,CITY,SEDAN,MID SIZE,6
202503,ANDHRA PRADESH,AP,WEST GODAVARI,380,JANGAREDDYGUDEM / COMMERCIAL,USED VEHICLES,HYUNDAI,SWIFT,SUV,MID SIZE,5
202503,ANDHRA PRADESH,AP,KRISHNA,719,VIJAYAWADA / RETAIL,USED VEHICLES,TATA,SWIFT,SEDAN,SMALL CARS,10
202504,ANDHRA PRADESH,AP,VIZIANAGARAM,234,VIZIANAGARAM,USED VEHICLES,TATA,SANTRO,SEDAN,LUXURY,2
202408,ANDHRA PRADESH,AP,VISAKHAPATNAM,911,VISAKHAPATNAM / DISTRIBUTION,NEW VEHICLES,MARUTI,SWIFT,SEDAN,LUXURY,5
202411,ANDHRA PRADESH,AP,ANANTAPUR,419,RAYADURGAM,USED VEHICLES,MARUTI,SWIFT,SEDAN,MID SIZE,2
202412,ANDHRA PRADESH,AP,GUNTUR,635,TENALI / RETAIL,NEW VEHICLES,HYUNDAI,NEXON,SEDAN,SMALL CARS,6
202412,ANDHRA PRADESH,AP,CHITTOOR,194,SRIKALAHASTI,USED VEHICLES,MARUTI,CITY,SEDAN,SMALL CARS,4
202507,ANDHRA PRADESH,AP,KURNOOL,651,NANDYAL,NEW VEHICLES,HYUNDAI,SANTRO,HATCHBACK,MID SIZE,9
202409,ANDHRA PRADESH,AP,GUNTUR,917,TENALI / RETAIL,USED VEHICLES,TATA,CITY,SEDAN,SMALL CARS,5
202506,ANDHRA PRADESH,AP,VISAKHAPATNAM,652,MADHURAWADA / RETAIL,USED VEHICLES,HONDA,CITY,SUV,MID SIZE,4
202407,ANDHRA PRADESH,AP,CHITTOOR,250,MADANAPALLI,USED VEHICLES,MARUTI,SANTRO,HATCHBACK,SMALL CARS,10
202410,ANDHRA PRADESH,AP,GUNTUR,298,PIDUGURALLA / RETAIL,USED VEHICLES,TATA,CITY,SUV,LUXURY,3
202504,ANDHRA PRADESH,AP,ANANTAPUR,226,TADIPATRI / COMMERCIAL,USED VEHICLES,HYUNDAI,SWIFT,HATCHBACK,SMALL CARS,4
